Repo,Tag Name,Release Name,Published At,Year,Month,Day,Week,Date,Is Weekend,URL
daangn/stackflow,@stackflow/plugin-basic-ui@1.7.0,@stackflow/plugin-basic-ui@1.7.0,2024-05-28T01:17:17Z,2024,5,28,22,2024-05-28,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.7.0
daangn/stackflow,@stackflow/react@1.1.9,@stackflow/react@1.1.9,2024-05-24T05:14:04Z,2024,5,24,21,2024-05-24,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.1.9
daangn/stackflow,@stackflow/plugin-history-sync@1.5.0,@stackflow/plugin-history-sync@1.5.0,2024-05-22T08:10:53Z,2024,5,22,21,2024-05-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.5.0
daangn/stackflow,@stackflow/plugin-basic-ui@1.6.0,@stackflow/plugin-basic-ui@1.6.0,2024-05-22T08:10:50Z,2024,5,22,21,2024-05-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.6.0
daangn/stackflow,@stackflow/react@1.1.8,@stackflow/react@1.1.8,2024-02-13T10:26:03Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.1.8
daangn/stackflow,@stackflow/plugin-renderer-web@1.1.8,@stackflow/plugin-renderer-web@1.1.8,2024-02-13T10:26:01Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-web%401.1.8
daangn/stackflow,@stackflow/plugin-renderer-basic@1.1.8,@stackflow/plugin-renderer-basic@1.1.8,2024-02-13T10:25:58Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-basic%401.1.8
daangn/stackflow,@stackflow/plugin-preload@1.3.0,@stackflow/plugin-preload@1.3.0,2024-02-13T10:25:54Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.3.0
daangn/stackflow,@stackflow/plugin-map-initial-activity@1.0.6,@stackflow/plugin-map-initial-activity@1.0.6,2024-02-13T10:25:51Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-map-initial-activity%401.0.6
daangn/stackflow,@stackflow/plugin-history-sync@1.4.0,@stackflow/plugin-history-sync@1.4.0,2024-02-13T10:25:48Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.4.0
daangn/stackflow,@stackflow/plugin-google-analytics-4@1.1.10,@stackflow/plugin-google-analytics-4@1.1.10,2024-02-13T10:25:45Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-google-analytics-4%401.1.10
daangn/stackflow,@stackflow/plugin-basic-ui@1.5.3,@stackflow/plugin-basic-ui@1.5.3,2024-02-13T10:25:42Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.5.3
daangn/stackflow,@stackflow/link@1.4.0,@stackflow/link@1.4.0,2024-02-13T10:25:39Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.4.0
daangn/stackflow,@stackflow/compat-await-push@1.1.8,@stackflow/compat-await-push@1.1.8,2024-02-13T10:25:36Z,2024,2,13,7,2024-02-13,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/compat-await-push%401.1.8
daangn/stackflow,@stackflow/react@1.1.7,@stackflow/react@1.1.7,2024-01-30T10:13:04Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.1.7
daangn/stackflow,@stackflow/plugin-stack-depth-change@1.1.2,@stackflow/plugin-stack-depth-change@1.1.2,2024-01-30T10:13:07Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-stack-depth-change%401.1.2
daangn/stackflow,@stackflow/plugin-renderer-web@1.1.7,@stackflow/plugin-renderer-web@1.1.7,2024-01-30T10:13:01Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-web%401.1.7
daangn/stackflow,@stackflow/plugin-renderer-basic@1.1.7,@stackflow/plugin-renderer-basic@1.1.7,2024-01-30T10:12:58Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-basic%401.1.7
daangn/stackflow,@stackflow/plugin-preload@1.2.15,@stackflow/plugin-preload@1.2.15,2024-01-30T10:12:56Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.2.15
daangn/stackflow,@stackflow/plugin-map-initial-activity@1.0.5,@stackflow/plugin-map-initial-activity@1.0.5,2024-01-30T10:12:52Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-map-initial-activity%401.0.5
daangn/stackflow,@stackflow/plugin-history-sync@1.3.18,@stackflow/plugin-history-sync@1.3.18,2024-01-30T10:12:49Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.18
daangn/stackflow,@stackflow/plugin-google-analytics-4@1.1.9,@stackflow/plugin-google-analytics-4@1.1.9,2024-01-30T10:12:47Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-google-analytics-4%401.1.9
daangn/stackflow,@stackflow/plugin-devtools@0.1.8,@stackflow/plugin-devtools@0.1.8,2024-01-30T10:12:43Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-devtools%400.1.8
daangn/stackflow,@stackflow/plugin-basic-ui@1.5.2,@stackflow/plugin-basic-ui@1.5.2,2024-01-30T10:12:40Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.5.2
daangn/stackflow,@stackflow/link@1.3.16,@stackflow/link@1.3.16,2024-01-30T10:12:37Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.3.16
daangn/stackflow,@stackflow/core@1.0.10,@stackflow/core@1.0.10,2024-01-30T10:12:31Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/core%401.0.10
daangn/stackflow,@stackflow/compat-await-push@1.1.7,@stackflow/compat-await-push@1.1.7,2024-01-30T10:12:34Z,2024,1,30,5,2024-01-30,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/compat-await-push%401.1.7
daangn/stackflow,@stackflow/plugin-history-sync@1.3.17,@stackflow/plugin-history-sync@1.3.17,2024-01-22T20:16:04Z,2024,1,23,4,2024-01-23,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.17
daangn/stackflow,@stackflow/plugin-history-sync@1.3.16,@stackflow/plugin-history-sync@1.3.16,2024-01-22T03:48:20Z,2024,1,22,4,2024-01-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.16
daangn/stackflow,@stackflow/plugin-stack-depth-change@1.1.1,@stackflow/plugin-stack-depth-change@1.1.1,2024-01-20T12:49:49Z,2024,1,20,3,2024-01-20,TRUE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-stack-depth-change%401.1.1
daangn/stackflow,@stackflow/plugin-history-sync@1.3.15,@stackflow/plugin-history-sync@1.3.15,2024-01-16T14:41:55Z,2024,1,16,3,2024-01-16,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.15
daangn/stackflow,@stackflow/plugin-basic-ui@1.5.1,@stackflow/plugin-basic-ui@1.5.1,2024-01-16T09:26:15Z,2024,1,16,3,2024-01-16,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.5.1
daangn/stackflow,@stackflow/plugin-basic-ui@1.5.0,@stackflow/plugin-basic-ui@1.5.0,2023-12-23T14:08:05Z,2023,12,23,51,2023-12-23,TRUE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.5.0
daangn/stackflow,@stackflow/react@1.1.6,@stackflow/react@1.1.6,2023-12-22T13:49:13Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.1.6
daangn/stackflow,@stackflow/plugin-stack-depth-change@1.1.0,@stackflow/plugin-stack-depth-change@1.1.0,2023-12-22T13:49:10Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-stack-depth-change%401.1.0
daangn/stackflow,@stackflow/plugin-renderer-web@1.1.6,@stackflow/plugin-renderer-web@1.1.6,2023-12-22T13:49:04Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-web%401.1.6
daangn/stackflow,@stackflow/plugin-renderer-basic@1.1.6,@stackflow/plugin-renderer-basic@1.1.6,2023-12-22T13:49:01Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-renderer-basic%401.1.6
daangn/stackflow,@stackflow/plugin-preload@1.2.14,@stackflow/plugin-preload@1.2.14,2023-12-22T13:48:58Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.2.14
daangn/stackflow,@stackflow/plugin-map-initial-activity@1.0.4,@stackflow/plugin-map-initial-activity@1.0.4,2023-12-22T13:49:07Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-map-initial-activity%401.0.4
daangn/stackflow,@stackflow/plugin-history-sync@1.3.14,@stackflow/plugin-history-sync@1.3.14,2023-12-22T13:48:55Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.3.14
daangn/stackflow,@stackflow/plugin-google-analytics-4@1.1.8,@stackflow/plugin-google-analytics-4@1.1.8,2023-12-22T13:48:52Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-google-analytics-4%401.1.8
daangn/stackflow,@stackflow/plugin-devtools@0.1.7,@stackflow/plugin-devtools@0.1.7,2023-12-22T13:48:49Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-devtools%400.1.7
daangn/stackflow,@stackflow/plugin-basic-ui@1.4.2,@stackflow/plugin-basic-ui@1.4.2,2023-12-22T13:48:43Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.4.2
daangn/stackflow,@stackflow/link@1.3.15,@stackflow/link@1.3.15,2023-12-22T13:48:46Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/link%401.3.15
daangn/stackflow,@stackflow/eslint-config@1.0.2,@stackflow/eslint-config@1.0.2,2023-12-22T13:49:19Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/eslint-config%401.0.2
daangn/stackflow,@stackflow/esbuild-config@1.0.1,@stackflow/esbuild-config@1.0.1,2023-12-22T13:49:16Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/esbuild-config%401.0.1
daangn/stackflow,@stackflow/core@1.0.9,@stackflow/core@1.0.9,2023-12-22T13:48:37Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/core%401.0.9
daangn/stackflow,@stackflow/compat-await-push@1.1.6,@stackflow/compat-await-push@1.1.6,2023-12-22T13:48:40Z,2023,12,22,51,2023-12-22,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/compat-await-push%401.1.6
daangn/stackflow,@stackflow/plugin-basic-ui@1.4.1,@stackflow/plugin-basic-ui@1.4.1,2023-12-01T04:16:25Z,2023,12,1,48,2023-12-01,FALSE,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-basic-ui%401.4.1
daangn/seed-design,@seed-design/webpack-plugin@0.0.30,@seed-design/webpack-plugin@0.0.30,2025-06-02T10:01:52Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.30
daangn/seed-design,@seed-design/vite-plugin@0.0.30,@seed-design/vite-plugin@0.0.30,2025-06-02T10:02:10Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.30
daangn/seed-design,@seed-design/stackflow@0.0.30,@seed-design/stackflow@0.0.30,2025-06-02T10:01:49Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.30
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.30,@seed-design/rsbuild-plugin@0.0.30,2025-06-02T10:01:46Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.30
daangn/seed-design,@seed-design/react@0.0.30,@seed-design/react@0.0.30,2025-06-02T10:02:01Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.30
daangn/seed-design,@seed-design/react-tabs@0.0.7,@seed-design/react-tabs@0.0.7,2025-06-02T10:02:07Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-tabs%400.0.7
daangn/seed-design,@seed-design/react-pull-to-refresh@0.0.6,@seed-design/react-pull-to-refresh@0.0.6,2025-06-02T10:01:58Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-pull-to-refresh%400.0.6
daangn/seed-design,@seed-design/mcp@0.0.30,@seed-design/mcp@0.0.30,2025-06-02T10:01:43Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.30
daangn/seed-design,@seed-design/figma@0.0.30,@seed-design/figma@0.0.30,2025-06-02T10:01:55Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.30
daangn/seed-design,@seed-design/css@0.0.30,@seed-design/css@0.0.30,2025-06-02T10:02:04Z,2025,6,2,23,2025-06-02,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.30
daangn/seed-design,@seed-design/webpack-plugin@0.0.29,@seed-design/webpack-plugin@0.0.29,2025-05-30T12:58:30Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.29
daangn/seed-design,@seed-design/vite-plugin@0.0.29,@seed-design/vite-plugin@0.0.29,2025-05-30T12:58:21Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.29
daangn/seed-design,@seed-design/stackflow@0.0.29,@seed-design/stackflow@0.0.29,2025-05-30T12:58:03Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.29
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.29,@seed-design/rsbuild-plugin@0.0.29,2025-05-30T12:58:27Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.29
daangn/seed-design,@seed-design/react@0.0.29,@seed-design/react@0.0.29,2025-05-30T12:57:36Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.29
daangn/seed-design,@seed-design/react-toggle@0.0.4,@seed-design/react-toggle@0.0.4,2025-05-30T12:58:09Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-toggle%400.0.4
daangn/seed-design,@seed-design/react-text-field@0.0.4,@seed-design/react-text-field@0.0.4,2025-05-30T12:58:15Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-text-field%400.0.4
daangn/seed-design,@seed-design/react-tabs@0.0.6,@seed-design/react-tabs@0.0.6,2025-05-30T12:58:18Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-tabs%400.0.6
daangn/seed-design,@seed-design/react-switch@0.0.4,@seed-design/react-switch@0.0.4,2025-05-30T12:58:06Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-switch%400.0.4
daangn/seed-design,@seed-design/react-snackbar@0.0.5,@seed-design/react-snackbar@0.0.5,2025-05-30T12:57:51Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-snackbar%400.0.5
daangn/seed-design,@seed-design/react-segmented-control@0.0.5,@seed-design/react-segmented-control@0.0.5,2025-05-30T12:57:42Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-segmented-control%400.0.5
daangn/seed-design,@seed-design/react-radio-group@0.0.4,@seed-design/react-radio-group@0.0.4,2025-05-30T12:58:24Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-radio-group%400.0.4
daangn/seed-design,@seed-design/react-pull-to-refresh@0.0.5,@seed-design/react-pull-to-refresh@0.0.5,2025-05-30T12:58:12Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-pull-to-refresh%400.0.5
daangn/seed-design,@seed-design/react-progress@0.0.4,@seed-design/react-progress@0.0.4,2025-05-30T12:57:57Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-progress%400.0.4
daangn/seed-design,@seed-design/react-primitive@0.0.3,@seed-design/react-primitive@0.0.3,2025-05-30T12:57:45Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-primitive%400.0.3
daangn/seed-design,@seed-design/react-popover@0.0.7,@seed-design/react-popover@0.0.7,2025-05-30T12:57:48Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-popover%400.0.7
daangn/seed-design,@seed-design/react-dialog@0.0.5,@seed-design/react-dialog@0.0.5,2025-05-30T12:57:39Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-dialog%400.0.5
daangn/seed-design,@seed-design/react-checkbox@0.0.4,@seed-design/react-checkbox@0.0.4,2025-05-30T12:57:33Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-checkbox%400.0.4
daangn/seed-design,@seed-design/react-avatar@0.0.4,@seed-design/react-avatar@0.0.4,2025-05-30T12:57:28Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-avatar%400.0.4
daangn/seed-design,@seed-design/mcp@0.0.29,@seed-design/mcp@0.0.29,2025-05-30T12:57:54Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.29
daangn/seed-design,@seed-design/figma@0.0.29,@seed-design/figma@0.0.29,2025-05-30T12:58:00Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.29
daangn/seed-design,@seed-design/css@0.0.29,@seed-design/css@0.0.29,2025-05-30T12:57:30Z,2025,5,30,22,2025-05-30,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.29
daangn/seed-design,@seed-design/webpack-plugin@0.0.28,@seed-design/webpack-plugin@0.0.28,2025-05-29T10:43:30Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.28
daangn/seed-design,@seed-design/webpack-plugin@0.0.27,@seed-design/webpack-plugin@0.0.27,2025-05-29T04:12:14Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.27
daangn/seed-design,@seed-design/vite-plugin@0.0.28,@seed-design/vite-plugin@0.0.28,2025-05-29T10:43:24Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.28
daangn/seed-design,@seed-design/vite-plugin@0.0.27,@seed-design/vite-plugin@0.0.27,2025-05-29T04:12:08Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.27
daangn/seed-design,@seed-design/stackflow@0.0.28,@seed-design/stackflow@0.0.28,2025-05-29T10:43:27Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.28
daangn/seed-design,@seed-design/stackflow@0.0.27,@seed-design/stackflow@0.0.27,2025-05-29T04:12:41Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.27
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.28,@seed-design/rsbuild-plugin@0.0.28,2025-05-29T10:43:33Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.28
daangn/seed-design,@seed-design/rsbuild-plugin@0.0.27,@seed-design/rsbuild-plugin@0.0.27,2025-05-29T04:12:23Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.27
daangn/seed-design,@seed-design/react@0.0.28,@seed-design/react@0.0.28,2025-05-29T10:43:21Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.28
daangn/seed-design,@seed-design/react@0.0.27,@seed-design/react@0.0.27,2025-05-29T04:12:29Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.27
daangn/seed-design,@seed-design/react-toggle@0.0.3,@seed-design/react-toggle@0.0.3,2025-05-29T04:11:53Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-toggle%400.0.3
daangn/seed-design,@seed-design/react-text-field@0.0.3,@seed-design/react-text-field@0.0.3,2025-05-29T04:12:26Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-text-field%400.0.3
daangn/seed-design,@seed-design/react-tabs@0.0.5,@seed-design/react-tabs@0.0.5,2025-05-29T04:12:35Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-tabs%400.0.5
daangn/seed-design,@seed-design/react-switch@0.0.3,@seed-design/react-switch@0.0.3,2025-05-29T04:12:11Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-switch%400.0.3
daangn/seed-design,@seed-design/react-snackbar@0.0.4,@seed-design/react-snackbar@0.0.4,2025-05-29T04:12:32Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-snackbar%400.0.4
daangn/seed-design,@seed-design/react-segmented-control@0.0.4,@seed-design/react-segmented-control@0.0.4,2025-05-29T04:12:38Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-segmented-control%400.0.4
daangn/seed-design,@seed-design/react-radio-group@0.0.3,@seed-design/react-radio-group@0.0.3,2025-05-29T04:11:38Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-radio-group%400.0.3
daangn/seed-design,@seed-design/react-pull-to-refresh@0.0.4,@seed-design/react-pull-to-refresh@0.0.4,2025-05-29T04:12:20Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-pull-to-refresh%400.0.4
daangn/seed-design,@seed-design/react-progress@0.0.3,@seed-design/react-progress@0.0.3,2025-05-29T04:12:05Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-progress%400.0.3
daangn/seed-design,@seed-design/react-portal@0.0.2,@seed-design/react-portal@0.0.2,2025-05-29T04:11:41Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-portal%400.0.2
daangn/seed-design,@seed-design/react-popover@0.0.6,@seed-design/react-popover@0.0.6,2025-05-29T04:12:02Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-popover%400.0.6
daangn/seed-design,@seed-design/react-dialog@0.0.4,@seed-design/react-dialog@0.0.4,2025-05-29T04:11:56Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-dialog%400.0.4
daangn/seed-design,@seed-design/react-checkbox@0.0.3,@seed-design/react-checkbox@0.0.3,2025-05-29T04:11:47Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-checkbox%400.0.3
daangn/seed-design,@seed-design/react-avatar@0.0.3,@seed-design/react-avatar@0.0.3,2025-05-29T04:11:50Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-avatar%400.0.3
daangn/seed-design,@seed-design/mcp@0.0.28,@seed-design/mcp@0.0.28,2025-05-29T10:43:15Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.28
daangn/seed-design,@seed-design/mcp@0.0.27,@seed-design/mcp@0.0.27,2025-05-29T04:11:44Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.27
daangn/seed-design,@seed-design/figma@0.0.28,@seed-design/figma@0.0.28,2025-05-29T10:43:12Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.28
daangn/seed-design,@seed-design/figma@0.0.27,@seed-design/figma@0.0.27,2025-05-29T04:11:35Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.27
daangn/seed-design,@seed-design/css@0.0.28,@seed-design/css@0.0.28,2025-05-29T10:43:18Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.28
daangn/seed-design,@seed-design/css@0.0.27,@seed-design/css@0.0.27,2025-05-29T04:11:59Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.27
daangn/seed-design,@seed-design/codemod@0.0.25,@seed-design/codemod@0.0.25,2025-05-29T04:12:17Z,2025,5,29,22,2025-05-29,FALSE,https://github.com/daangn/seed-design/releases/tag/%40seed-design/codemod%400.0.25
